71,2019-01-01 00:00:00,4,-6,晴~多云,东南风1级,150,2024-12-05 16:35:56,2024-12-05 16:35:56
72,2019-01-02 00:00:00,5,-6,晴,东南风2级,199,2024-12-05 16:35:56,2024-12-05 16:35:56
73,2019-01-03 00:00:00,6,-4,晴~阴,东南风2级,196,2024-12-05 16:35:56,2024-12-05 16:35:56
74,2019-01-04 00:00:00,4,-4,多云,东北风2级,317,2024-12-05 16:35:56,2024-12-05 16:35:56
75,2019-01-05 00:00:00,3,-5,多云~晴,东北风2级,162,2024-12-05 16:35:56,2024-12-05 16:35:56
76,2019-01-06 00:00:00,4,-4,多云~阴,东南风1级,114,2024-12-05 16:35:56,2024-12-05 16:35:56
77,2019-01-07 00:00:00,6,-5,多云~晴,东北风1级,210,2024-12-05 16:35:56,2024-12-05 16:35:56
78,2019-01-08 00:00:00,4,-3,多云~小雪,东北风2级,190,2024-12-05 16:35:56,2024-12-05 16:35:56
79,2019-01-09 00:00:00,-1,-5,小雪~多云,东北风2级,64,2024-12-05 16:35:56,2024-12-05 16:35:56
80,2019-01-10 00:00:00,5,-4,阴~多云,西南风1级,151,2024-12-05 16:35:56,2024-12-05 16:35:56
81,2019-01-11 00:00:00,8,-4,多云~晴,西南风1级,232,2024-12-05 16:35:56,2024-12-05 16:35:56
82,2019-01-12 00:00:00,10,-3,多云,西南风2级,249,2024-12-05 16:35:56,2024-12-05 16:35:56
83,2019-01-13 00:00:00,8,-3,多云,东北风1级,235,2024-12-05 16:35:56,2024-12-05 16:35:56
84,2019-01-14 00:00:00,7,-2,多云,西南风1级,281,2024-12-05 16:35:56,2024-12-05 16:35:56
85,2019-01-15 00:00:00,0,-6,多云,东北风3级,187,2024-12-05 16:35:56,2024-12-05 16:35:56
86,2019-01-16 00:00:00,4,-6,晴,西南风2级,93,2024-12-05 16:35:56,2024-12-05 16:35:56
87,2019-01-17 00:00:00,8,-3,晴~多云,西南风2级,74,2024-12-05 16:35:56,2024-12-05 16:35:56
165,2019-01-18 00:00:00,9,2,多云,东南风2级,126,2024-12-05 16:35:56,2024-12-05 16:35:56
166,2019-01-19 00:00:00,6,-4,阴~多云,东北风2级,205,2024-12-05 16:35:56,2024-12-05 16:35:56
167,2019-01-20 00:00:00,6,-1,多云,东南风1级,131,2024-12-05 16:35:56,2024-12-05 16:35:56
168,2019-01-21 00:00:00,8,1,晴,西北风4级,78,2024-12-05 16:35:56,2024-12-05 16:35:56
169,2019-01-22 00:00:00,13,-3,晴,西北风3级,59,2024-12-05 16:35:56,2024-12-05 16:35:56
170,2019-01-23 00:00:00,11,-2,晴~多云,西北风2级,97,2024-12-05 16:35:56,2024-12-05 16:35:56
171,2019-01-24 00:00:00,12,-2,多云~阴,东南风2级,196,2024-12-05 16:35:56,2024-12-05 16:35:56
172,2019-01-25 00:00:00,6,-4,多云~晴,东北风3级,125,2024-12-05 16:35:56,2024-12-05 16:35:56
173,2019-01-26 00:00:00,6,-2,晴~多云,东南风2级,69,2024-12-05 16:35:56,2024-12-05 16:35:56
174,2019-01-27 00:00:00,9,-1,多云,西南风2级,122,2024-12-05 16:35:56,2024-12-05 16:35:56
175,2019-01-28 00:00:00,8,1,多云~阴,东北风2级,176,2024-12-05 16:35:56,2024-12-05 16:35:56
176,2019-01-29 00:00:00,10,1,多云~小雨,西南风2级,223,2024-12-05 16:35:56,2024-12-05 16:35:56
177,2019-01-30 00:00:00,4,-5,中雨~雨夹雪,东北风3级,265,2024-12-05 16:35:56,2024-12-05 16:35:56
178,2019-01-31 00:00:00,5,-2,多云~晴,西北风2级,78,2024-12-05 16:35:56,2024-12-05 16:35:56
237,2019-02-01 00:00:00,10,-1,晴~多云,西南风3级,74,2024-12-05 16:35:56,2024-12-05 16:35:56
238,2019-02-02 00:00:00,12,4,晴~多云,西南风3级,136,2024-12-05 16:35:56,2024-12-05 16:35:56
239,2019-02-03 00:00:00,12,1,多云,西北风2级,143,2024-12-05 16:35:56,2024-12-05 16:35:56
240,2019-02-04 00:00:00,13,0,多云,西南风2级,80,2024-12-05 16:35:56,2024-12-05 16:35:56
241,2019-02-05 00:00:00,14,2,多云,东南风2级,147,2024-12-05 16:35:56,2024-12-05 16:35:56
242,2019-02-06 00:00:00,7,-2,阴~多云,东北风3级,306,2024-12-05 16:35:56,2024-12-05 16:35:56
243,2019-02-07 00:00:00,2,-3,多云~小雪,东北风4级,93,2024-12-05 16:35:56,2024-12-05 16:35:56
244,2019-02-08 00:00:00,0,-5,小雪~多云,东北风2级,58,2024-12-05 16:35:56,2024-12-05 16:35:56
245,2019-02-09 00:00:00,1,-4,阴~小雪,东北风3级,67,2024-12-05 16:35:56,2024-12-05 16:35:56
246,2019-02-10 00:00:00,1,-4,阴~多云,东南风2级,63,2024-12-05 16:35:56,2024-12-05 16:35:56
247,2019-02-11 00:00:00,8,-3,多云,东南风3级,119,2024-12-05 16:35:56,2024-12-05 16:35:56
248,2019-02-12 00:00:00,6,-3,多云~阴,东南风2级,132,2024-12-05 16:35:56,2024-12-05 16:35:56
249,2019-02-13 00:00:00,2,-2,小雪,东北风3级,173,2024-12-05 16:35:56,2024-12-05 16:35:56
250,2019-02-14 00:00:00,1,-5,小雪~多云,东北风2级,121,2024-12-05 16:35:56,2024-12-05 16:35:56
251,2019-02-15 00:00:00,6,-4,多云,东南风2级,163,2024-12-05 16:35:56,2024-12-05 16:35:56
252,2019-02-16 00:00:00,4,-4,多云,东北风2级,143,2024-12-05 16:35:56,2024-12-05 16:35:56
253,2019-02-17 00:00:00,5,-2,阴~小雪,东北风1级,152,2024-12-05 16:35:56,2024-12-05 16:35:56
254,2019-02-18 00:00:00,2,-4,小雪~多云,东南风1级,75,2024-12-05 16:35:56,2024-12-05 16:35:56
255,2019-02-19 00:00:00,8,-2,多云,西南风2级,146,2024-12-05 16:35:56,2024-12-05 16:35:56
256,2019-02-20 00:00:00,9,-2,多云,东南风1级,235,2024-12-05 16:35:56,2024-12-05 16:35:56
257,2019-02-21 00:00:00,9,-1,阴~多云,东南风1级,251,2024-12-05 16:35:56,2024-12-05 16:35:56
258,2019-02-22 00:00:00,12,-1,多云~晴,东南风1级,255,2024-12-05 16:35:56,2024-12-05 16:35:56
259,2019-02-23 00:00:00,12,-1,多云,东北风1级,246,2024-12-05 16:35:56,2024-12-05 16:35:56
260,2019-02-24 00:00:00,12,0,多云~阴,西南风2级,230,2024-12-05 16:35:56,2024-12-05 16:35:56
345,2019-02-25 00:00:00,13,2,多云~阴,东南风2级,248,2024-12-05 16:35:57,2024-12-05 16:35:57
346,2019-02-26 00:00:00,9,1,阴,东北风2级,308,2024-12-05 16:35:57,2024-12-05 16:35:57
347,2019-02-27 00:00:00,12,2,多云,东南风1级,175,2024-12-05 16:35:57,2024-12-05 16:35:57
348,2019-02-28 00:00:00,14,4,多云~阴,东南风2级,114,2024-12-05 16:35:57,2024-12-05 16:35:57
62,2019-03-01 00:00:00,10,4,小雨,东南风2级,91,2024-12-05 16:35:56,2024-12-05 16:35:56
63,2019-03-02 00:00:00,8,2,小雨,东南风1级,126,2024-12-05 16:35:56,2024-12-05 16:35:56
64,2019-03-03 00:00:00,15,2,多云~晴,西南风2级,131,2024-12-05 16:35:56,2024-12-05 16:35:56
65,2019-03-04 00:00:00,14,2,阴,西南风2级,116,2024-12-05 16:35:56,2024-12-05 16:35:56
66,2019-03-05 00:00:00,17,6,多云,东南风2级,136,2024-12-05 16:35:56,2024-12-05 16:35:56
67,2019-03-06 00:00:00,15,1,多云,东北风3级,133,2024-12-05 16:35:56,2024-12-05 16:35:56
68,2019-03-07 00:00:00,11,1,多云,东南风2级,68,2024-12-05 16:35:56,2024-12-05 16:35:56
69,2019-03-08 00:00:00,12,2,多云~阴,东南风2级,71,2024-12-05 16:35:56,2024-12-05 16:35:56
70,2019-03-09 00:00:00,18,4,多云,西南风2级,117,2024-12-05 16:35:56,2024-12-05 16:35:56
143,2019-03-10 00:00:00,19,6,多云,西南风2级,152,2024-12-05 16:35:56,2024-12-05 16:35:56
144,2019-03-11 00:00:00,18,5,晴,西北风3级,67,2024-12-05 16:35:56,2024-12-05 16:35:56
145,2019-03-12 00:00:00,14,2,晴~多云,西风3级,69,2024-12-05 16:35:56,2024-12-05 16:35:56
146,2019-03-13 00:00:00,16,6,阴~多云,东南风2级,94,2024-12-05 16:35:56,2024-12-05 16:35:56
147,2019-03-14 00:00:00,20,7,晴,西北风3级,76,2024-12-05 16:35:56,2024-12-05 16:35:56
148,2019-03-15 00:00:00,20,6,晴,西北风3级,60,2024-12-05 16:35:56,2024-12-05 16:35:56
149,2019-03-16 00:00:00,23,6,多云,西南风2级,73,2024-12-05 16:35:56,2024-12-05 16:35:56
150,2019-03-17 00:00:00,21,10,阴~多云,东南风2级,98,2024-12-05 16:35:56,2024-12-05 16:35:56
151,2019-03-18 00:00:00,24,9,多云~晴,西南风3级,73,2024-12-05 16:35:56,2024-12-05 16:35:56
152,2019-03-19 00:00:00,23,13,小雨,东南风3级,71,2024-12-05 16:35:56,2024-12-05 16:35:56
153,2019-03-20 00:00:00,25,11,多云,西北风2级,88,2024-12-05 16:35:56,2024-12-05 16:35:56
154,2019-03-21 00:00:00,14,4,阴~多云,东北风3级,94,2024-12-05 16:35:56,2024-12-05 16:35:56
155,2019-03-22 00:00:00,16,6,多云,西南风2级,74,2024-12-05 16:35:56,2024-12-05 16:35:56
156,2019-03-23 00:00:00,14,4,多云~阴,东北风3级,83,2024-12-05 16:35:56,2024-12-05 16:35:56
157,2019-03-24 00:00:00,20,7,多云,西南风3级,95,2024-12-05 16:35:56,2024-12-05 16:35:56
158,2019-03-25 00:00:00,24,8,晴,西南风3级,81,2024-12-05 16:35:56,2024-12-05 16:35:56
159,2019-03-26 00:00:00,27,13,多云,西南风3级,106,2024-12-05 16:35:56,2024-12-05 16:35:56
160,2019-03-27 00:00:00,26,11,多云~阴,东南风2级,97,2024-12-05 16:35:56,2024-12-05 16:35:56
161,2019-03-28 00:00:00,19,7,多云~晴,东北风3级,104,2024-12-05 16:35:56,2024-12-05 16:35:56
162,2019-03-29 00:00:00,21,8,多云,西北风3级,88,2024-12-05 16:35:56,2024-12-05 16:35:56
163,2019-03-30 00:00:00,17,3,多云,东北风3级,92,2024-12-05 16:35:56,2024-12-05 16:35:56
164,2019-03-31 00:00:00,18,5,晴,西南风2级,78,2024-12-05 16:35:56,2024-12-05 16:35:56
88,2019-04-01 00:00:00,23,9,多云~阴,东南风2级,90,2024-12-05 16:35:56,2024-12-05 16:35:56
89,2019-04-02 00:00:00,22,9,多云,东北风2级,127,2024-12-05 16:35:56,2024-12-05 16:35:56
90,2019-04-03 00:00:00,21,10,多云,东南风2级,130,2024-12-05 16:35:56,2024-12-05 16:35:56
91,2019-04-04 00:00:00,26,15,多云~晴,西南风3级,122,2024-12-05 16:35:56,2024-12-05 16:35:56
92,2019-04-05 00:00:00,28,15,晴,西南风3级,98,2024-12-05 16:35:56,2024-12-05 16:35:56
93,2019-04-06 00:00:00,26,11,晴~多云,东北风3级,136,2024-12-05 16:35:56,2024-12-05 16:35:56
94,2019-04-07 00:00:00,25,13,晴~多云,东南风2级,129,2024-12-05 16:35:56,2024-12-05 16:35:56
95,2019-04-08 00:00:00,17,6,小雨~中雨,东北风4级,160,2024-12-05 16:35:56,2024-12-05 16:35:56
96,2019-04-09 00:00:00,11,4,多云,东北风4级,52,2024-12-05 16:35:56,2024-12-05 16:35:56
97,2019-04-10 00:00:00,14,7,阴~多云,东南风2级,74,2024-12-05 16:35:56,2024-12-05 16:35:56
98,2019-04-11 00:00:00,21,9,晴,东南风2级,132,2024-12-05 16:35:56,2024-12-05 16:35:56
99,2019-04-12 00:00:00,21,12,小雨~多云,东南风2级,97,2024-12-05 16:35:56,2024-12-05 16:35:56
100,2019-04-13 00:00:00,25,12,多云,西南风2级,94,2024-12-05 16:35:56,2024-12-05 16:35:56
101,2019-04-14 00:00:00,21,8,多云,东北风2级,59,2024-12-05 16:35:56,2024-12-05 16:35:56
102,2019-04-15 00:00:00,22,12,多云~阴,西南风3级,72,2024-12-05 16:35:56,2024-12-05 16:35:56
179,2019-04-16 00:00:00,28,13,多云~晴,西南风3级,64,2024-12-05 16:35:56,2024-12-05 16:35:56
180,2019-04-17 00:00:00,31,18,晴,西南风3级,88,2024-12-05 16:35:56,2024-12-05 16:35:56
181,2019-04-18 00:00:00,28,13,多云~小雨,东北风4级,145,2024-12-05 16:35:56,2024-12-05 16:35:56
182,2019-04-19 00:00:00,16,11,小雨~多云,东北风4级,77,2024-12-05 16:35:56,2024-12-05 16:35:56
183,2019-04-20 00:00:00,24,13,多云~小雨,东北风1级,78,2024-12-05 16:35:56,2024-12-05 16:35:56
184,2019-04-21 00:00:00,19,14,小雨,东北风2级,79,2024-12-05 16:35:56,2024-12-05 16:35:56
185,2019-04-22 00:00:00,18,14,小雨,东北风1级,74,2024-12-05 16:35:56,2024-12-05 16:35:56
186,2019-04-23 00:00:00,27,16,多云~晴,西南风2级,67,2024-12-05 16:35:56,2024-12-05 16:35:56
187,2019-04-24 00:00:00,30,11,晴~雷阵雨,东南风2级,72,2024-12-05 16:35:56,2024-12-05 16:35:56
188,2019-04-25 00:00:00,18,10,多云,东北风4级,50,2024-12-05 16:35:56,2024-12-05 16:35:56
189,2019-04-26 00:00:00,17,11,多云~阴,东北风3级,59,2024-12-05 16:35:56,2024-12-05 16:35:56
190,2019-04-27 00:00:00,14,8,小雨,东北风2级,64,2024-12-05 16:35:56,2024-12-05 16:35:56
191,2019-04-28 00:00:00,18,11,小雨,东北风1级,72,2024-12-05 16:35:56,2024-12-05 16:35:56
192,2019-04-29 00:00:00,25,14,晴~多云,西南风2级,90,2024-12-05 16:35:56,2024-12-05 16:35:56
193,2019-04-30 00:00:00,24,12,多云,东北风2级,127,2024-12-05 16:35:56,2024-12-05 16:35:56
123,2019-05-01 00:00:00,25,13,晴,东北风2级,108,2024-12-05 16:35:56,2024-12-05 16:35:56
124,2019-05-02 00:00:00,27,13,多云,西南风2级,76,2024-12-05 16:35:56,2024-12-05 16:35:56
125,2019-05-03 00:00:00,27,16,多云~阴,东南风3级,83,2024-12-05 16:35:56,2024-12-05 16:35:56
126,2019-05-04 00:00:00,25,15,阴~多云,东南风2级,80,2024-12-05 16:35:56,2024-12-05 16:35:56
127,2019-05-05 00:00:00,26,13,小雨~阴,东北风3级,138,2024-12-05 16:35:56,2024-12-05 16:35:56
128,2019-05-06 00:00:00,21,13,多云~阴,东北风3级,69,2024-12-05 16:35:56,2024-12-05 16:35:56
129,2019-05-07 00:00:00,21,14,阴,西南风2级,87,2024-12-05 16:35:56,2024-12-05 16:35:56
130,2019-05-08 00:00:00,25,15,多云,西南风3级,69,2024-12-05 16:35:56,2024-12-05 16:35:56
131,2019-05-09 00:00:00,27,16,多云,西北风2级,65,2024-12-05 16:35:56,2024-12-05 16:35:56
132,2019-05-10 00:00:00,30,18,多云,西南风3级,77,2024-12-05 16:35:56,2024-12-05 16:35:56
133,2019-05-11 00:00:00,29,17,多云,西南风2级,65,2024-12-05 16:35:56,2024-12-05 16:35:56
134,2019-05-12 00:00:00,31,15,阴~多云,西北风3级,122,2024-12-05 16:35:56,2024-12-05 16:35:56
135,2019-05-13 00:00:00,25,15,多云,东北风2级,147,2024-12-05 16:35:56,2024-12-05 16:35:56
136,2019-05-14 00:00:00,28,18,多云~小雨,西南风2级,137,2024-12-05 16:35:56,2024-12-05 16:35:56
137,2019-05-15 00:00:00,30,19,多云,西南风2级,120,2024-12-05 16:35:56,2024-12-05 16:35:56
138,2019-05-16 00:00:00,32,20,多云,西南风2级,97,2024-12-05 16:35:56,2024-12-05 16:35:56
139,2019-05-17 00:00:00,33,20,晴~多云,西北风1级,88,2024-12-05 16:35:56,2024-12-05 16:35:56
140,2019-05-18 00:00:00,29,19,阴,东南风3级,60,2024-12-05 16:35:56,2024-12-05 16:35:56
141,2019-05-19 00:00:00,31,17,多云,西北风3级,115,2024-12-05 16:35:56,2024-12-05 16:35:56
142,2019-05-20 00:00:00,27,17,晴,西北风2级,75,2024-12-05 16:35:56,2024-12-05 16:35:56
205,2019-05-21 00:00:00,32,20,多云~晴,西南风3级,72,2024-12-05 16:35:56,2024-12-05 16:35:56
206,2019-05-22 00:00:00,35,20,晴,西南风2级,74,2024-12-05 16:35:56,2024-12-05 16:35:56
207,2019-05-23 00:00:00,38,21,晴~多云,西南风3级,82,2024-12-05 16:35:56,2024-12-05 16:35:56
208,2019-05-24 00:00:00,32,23,阴~多云,西南风4级,77,2024-12-05 16:35:56,2024-12-05 16:35:56
209,2019-05-25 00:00:00,35,22,多云,南风3级,84,2024-12-05 16:35:56,2024-12-05 16:35:56
210,2019-05-26 00:00:00,36,20,多云,西南风3级,88,2024-12-05 16:35:56,2024-12-05 16:35:56
211,2019-05-27 00:00:00,27,19,多云~阴,东北风4级,92,2024-12-05 16:35:56,2024-12-05 16:35:56
212,2019-05-28 00:00:00,28,15,多云~晴,西南风2级,54,2024-12-05 16:35:56,2024-12-05 16:35:56
213,2019-05-29 00:00:00,29,19,多云~小雨,西南风2级,61,2024-12-05 16:35:56,2024-12-05 16:35:56
214,2019-05-30 00:00:00,33,19,多云,西南风3级,61,2024-12-05 16:35:56,2024-12-05 16:35:56
215,2019-05-31 00:00:00,32,23,多云~阴,东南风2级,71,2024-12-05 16:35:56,2024-12-05 16:35:56
261,2019-06-01 00:00:00,35,22,多云~晴,西南风3级,76,2024-12-05 16:35:56,2024-12-05 16:35:56
262,2019-06-02 00:00:00,39,24,晴,西南风3级,81,2024-12-05 16:35:56,2024-12-05 16:35:56
263,2019-06-03 00:00:00,39,24,多云,西南风3级,81,2024-12-05 16:35:56,2024-12-05 16:35:56
264,2019-06-04 00:00:00,39,26,多云,东南风2级,77,2024-12-05 16:35:56,2024-12-05 16:35:56
265,2019-06-05 00:00:00,31,20,中雨,东北风4级,99,2024-12-05 16:35:56,2024-12-05 16:35:56
266,2019-06-06 00:00:00,29,19,多云,东北风3级,53,2024-12-05 16:35:56,2024-12-05 16:35:56
267,2019-06-07 00:00:00,32,22,多云,东南风2级,79,2024-12-05 16:35:56,2024-12-05 16:35:56
268,2019-06-08 00:00:00,34,24,多云,西南风2级,78,2024-12-05 16:35:56,2024-12-05 16:35:56
269,2019-06-09 00:00:00,34,20,多云~晴,东北风3级,81,2024-12-05 16:35:56,2024-12-05 16:35:56
270,2019-06-10 00:00:00,33,22,晴,东南风2级,69,2024-12-05 16:35:56,2024-12-05 16:35:56
271,2019-06-11 00:00:00,34,23,多云,东南风2级,66,2024-12-05 16:35:56,2024-12-05 16:35:56
272,2019-06-12 00:00:00,33,23,多云,西南风2级,68,2024-12-05 16:35:57,2024-12-05 16:35:57
273,2019-06-13 00:00:00,35,22,多云~晴,西南风2级,78,2024-12-05 16:35:57,2024-12-05 16:35:57
274,2019-06-14 00:00:00,37,25,晴,西南风2级,83,2024-12-05 16:35:57,2024-12-05 16:35:57
275,2019-06-15 00:00:00,36,25,多云,西南风3级,73,2024-12-05 16:35:57,2024-12-05 16:35:57
349,2019-06-16 00:00:00,35,24,多云,南风3级,63,2024-12-05 16:35:57,2024-12-05 16:35:57
350,2019-06-17 00:00:00,34,24,多云~阴,东南风3级,78,2024-12-05 16:35:57,2024-12-05 16:35:57
